applicant_age,applicant_marital_status,employment_segment,applicant_income,spouse_income,program_type,product_name,house_ownership,down_payment,financing_tenure,interest_rate,installment_payment,credit_score
13,Married,BUMDes,17155463,3211609,FLPP,KRR,FALSE,2976941,23,9,Angsuran Tetap (Fixed),Dipertimbangkan
54,Widowed/Divorced,ASN,2979773,,TAPERA,KPP,TRUE,4069117,8,10,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,BUMN,1034416,,FLPP,KPR,FALSE,21482243,12,8,Angsuran Variabel (Variable),Dipertimbangkan
69,Married,POLRI,4664388,3891507,TAPERA,KPR,FALSE,11569088,12,7,Angsuran Tetap (Fixed),Dipertimbangkan
18,Widowed/Divorced,TNI,2463630,,TAPERA,KRR,FALSE,25960074,24,4,Angsuran Variabel (Variable),Dipertimbangkan
65,Single,pekerjaan mandiri,15783710,,TAPERA,KRR,TRUE,2786441,9,4,Angsuran Tetap (Fixed),Dipertimbangkan
15,Single,BUMD,2101526,,FLPP,KPR,TRUE,16514745,5,7,Angsuran Tetap (Fixed),Dipertimbangkan
50,Widowed/Divorced,BUMD,11533075,,FLPP,KPR,TRUE,23833302,1,1,Angsuran Variabel (Variable),Dipertimbangkan
43,Married,PNS,9604218,3906609,FLPP,KPP,TRUE,17917473,20,9,Angsuran Variabel (Variable),Dipertimbangkan
58,Widowed/Divorced,pekerjaan lain,11979976,,FLPP,KPP,FALSE,24458804,19,4,Angsuran Variabel (Variable),Dipertimbangkan
64,Widowed/Divorced,pekerjaan mandiri,5726116,,TAPERA,KPP,TRUE,27757940,34,8,Angsuran Variabel (Variable),Dipertimbangkan
39,Single,Swasta,19633880,,TAPERA,KPP,FALSE,20229519,14,7,Angsuran Tetap (Fixed),Dipertimbangkan
35,Widowed/Divorced,TNI,5412577,,FLPP,KPP,FALSE,20970857,17,5,Angsuran Tetap (Fixed),Dipertimbangkan
43,Widowed/Divorced,pekerjaan mandiri,4877787,,TAPERA,KPR,FALSE,14872059,6,10,Angsuran Tetap (Fixed),Dipertimbangkan
63,Married,pekerjaan lain,18269472,5739586,FLPP,KRR,TRUE,16909328,13,5,Angsuran Variabel (Variable),Dipertimbangkan
64,Married,BUMN,19066370,3773020,FLPP,KPR,FALSE,8154388,5,1,Angsuran Tetap (Fixed),Dipertimbangkan
29,Widowed/Divorced,BUMDes,12149807,,FLPP,KRR,TRUE,2523503,10,6,Angsuran Variabel (Variable),Dipertimbangkan
62,Married,pekerjaan lain,19840153,14531888,FLPP,KPP,FALSE,8441669,12,2,Angsuran Tetap (Fixed),Tidak Layak
42,Married,BUMD,10957946,8158359,TAPERA,KPR,FALSE,27295653,24,8,Angsuran Tetap (Fixed),Dipertimbangkan
29,Widowed/Divorced,POLRI,18583123,,FLPP,KRR,TRUE,26633602,16,6,Angsuran Tetap (Fixed),Dipertimbangkan
68,Married,BUMD,6079601,15115573,FLPP,KPR,FALSE,18781825,4,7,Angsuran Tetap (Fixed),Dipertimbangkan
68,Married,pekerjaan lain,10160644,19309647,FLPP,KPR,TRUE,15610328,3,7,Angsuran Variabel (Variable),Dipertimbangkan
41,Widowed/Divorced,BUMDes,7501377,,TAPERA,KPP,TRUE,20739602,15,5,Angsuran Variabel (Variable),Dipertimbangkan
70,Single,BUMD,11052093,,FLPP,KPR,TRUE,19184556,33,4,Angsuran Variabel (Variable),Dipertimbangkan
48,Widowed/Divorced,BUMD,11188458,,FLPP,KPR,TRUE,6934998,21,4,Angsuran Tetap (Fixed),Dipertimbangkan
37,Widowed/Divorced,Swasta,10996378,,TAPERA,KPP,TRUE,14619481,9,9,Angsuran Variabel (Variable),Dipertimbangkan
16,Married,ASN,12101427,12206928,FLPP,KPP,TRUE,2780833,29,8,Angsuran Tetap (Fixed),Dipertimbangkan
30,Single,Swasta,2681780,,FLPP,KPP,FALSE,14202781,24,8,Angsuran Variabel (Variable),Dipertimbangkan
52,Single,BUMN,12259644,,TAPERA,KPP,TRUE,12825897,6,6,Angsuran Variabel (Variable),Dipertimbangkan
38,Widowed/Divorced,ASN,6350447,,TAPERA,KPR,TRUE,7911876,12,1,Angsuran Tetap (Fixed),Dipertimbangkan
51,Single,BUMN,2141330,,TAPERA,KRR,TRUE,19147651,22,6,Angsuran Tetap (Fixed),Dipertimbangkan
19,Widowed/Divorced,POLRI,2426236,,FLPP,KPR,TRUE,17555236,20,1,Angsuran Tetap (Fixed),Dipertimbangkan
55,Married,pekerjaan lain,4413045,8837342,TAPERA,KRR,TRUE,4346379,6,2,Angsuran Tetap (Fixed),Tidak Layak
42,Married,pekerjaan mandiri,18029222,14015772,TAPERA,KPP,TRUE,4179440,2,3,Angsuran Tetap (Fixed),Dipertimbangkan
34,Married,POLRI,10896273,15937936,FLPP,KPR,TRUE,23883356,25,1,Angsuran Variabel (Variable),Layak
56,Married,POLRI,6944087,6643522,TAPERA,KPR,FALSE,22268339,2,7,Angsuran Tetap (Fixed),Dipertimbangkan
58,Single,TNI,13446984,,TAPERA,KRR,FALSE,8845289,21,5,Angsuran Tetap (Fixed),Dipertimbangkan
57,Single,BUMN,3790313,,TAPERA,KRR,TRUE,23903850,12,1,Angsuran Variabel (Variable),Dipertimbangkan
70,Married,pekerjaan lain,3774716,5537672,TAPERA,KPR,FALSE,7114989,29,6,Angsuran Variabel (Variable),Dipertimbangkan
63,Single,pekerjaan lain,19988127,,FLPP,KPR,FALSE,12990488,4,1,Angsuran Variabel (Variable),Dipertimbangkan
23,Married,BUMDes,15015040,2703689,FLPP,KPP,FALSE,3648783,21,2,Angsuran Variabel (Variable),Dipertimbangkan
34,Single,BUMD,8200740,,FLPP,KPP,TRUE,29951557,12,6,Angsuran Tetap (Fixed),Dipertimbangkan
64,Single,BUMD,9711726,,TAPERA,KPP,TRUE,15769135,22,1,Angsuran Tetap (Fixed),Dipertimbangkan
41,Married,BUMDes,10479783,2470552,TAPERA,KPP,FALSE,29009680,32,2,Angsuran Variabel (Variable),Dipertimbangkan
61,Married,POLRI,15862675,7417715,TAPERA,KPP,TRUE,29337550,9,8,Angsuran Variabel (Variable),Layak
51,Widowed/Divorced,BUMDes,19479920,,TAPERA,KPP,TRUE,2661530,23,10,Angsuran Variabel (Variable),Dipertimbangkan
56,Single,pekerjaan lain,13286206,,TAPERA,KPP,TRUE,22606145,2,4,Angsuran Variabel (Variable),Dipertimbangkan
55,Widowed/Divorced,BUMN,3206635,,TAPERA,KRR,TRUE,2615461,1,7,Angsuran Tetap (Fixed),Dipertimbangkan
31,Married,POLRI,8255535,11202642,FLPP,KPR,FALSE,26932923,1,4,Angsuran Variabel (Variable),Dipertimbangkan
57,Single,POLRI,4976787,,FLPP,KPP,TRUE,1100804,18,6,Angsuran Tetap (Fixed),Dipertimbangkan
21,Single,BUMDes,2054707,,TAPERA,KRR,TRUE,8197860,28,1,Angsuran Variabel (Variable),Dipertimbangkan
45,Single,ASN,10536550,,TAPERA,KRR,TRUE,3161223,5,9,Angsuran Tetap (Fixed),Dipertimbangkan
32,Married,pekerjaan lain,4147246,8428326,TAPERA,KPP,FALSE,22942626,22,10,Angsuran Variabel (Variable),Dipertimbangkan
52,Married,PNS,6847276,19302042,FLPP,KPP,FALSE,13051885,23,4,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,pekerjaan mandiri,12424197,,TAPERA,KRR,FALSE,5915990,3,6,Angsuran Variabel (Variable),Dipertimbangkan
37,Married,BUMDes,3371012,2115942,FLPP,KPR,TRUE,2990612,27,8,Angsuran Variabel (Variable),Dipertimbangkan
49,Married,Swasta,1437825,1644969,FLPP,KRR,FALSE,14347398,28,9,Angsuran Tetap (Fixed),Tidak Layak
16,Widowed/Divorced,BUMD,3472550,,FLPP,KPP,FALSE,19345393,25,8,Angsuran Variabel (Variable),Dipertimbangkan
43,Widowed/Divorced,pekerjaan mandiri,9817028,,TAPERA,KRR,FALSE,2479375,16,8,Angsuran Tetap (Fixed),Dipertimbangkan
45,Single,PNS,9960908,,TAPERA,KRR,TRUE,24299801,9,4,Angsuran Tetap (Fixed),Dipertimbangkan
55,Married,BUMDes,7504372,10696426,FLPP,KPP,TRUE,11293048,24,4,Angsuran Variabel (Variable),Dipertimbangkan
14,Widowed/Divorced,BUMN,1093250,,FLPP,KPP,FALSE,14174493,32,8,Angsuran Variabel (Variable),Dipertimbangkan
37,Widowed/Divorced,BUMDes,6273935,,TAPERA,KPP,TRUE,12213028,21,1,Angsuran Variabel (Variable),Dipertimbangkan
26,Married,ASN,6391529,12674890,FLPP,KPP,FALSE,28797909,1,2,Angsuran Variabel (Variable),Dipertimbangkan
44,Married,ASN,8130872,13733334,FLPP,KPP,TRUE,11506013,17,3,Angsuran Variabel (Variable),Dipertimbangkan
70,Married,ASN,14125252,7162100,FLPP,KPR,TRUE,10592174,7,8,Angsuran Variabel (Variable),Layak
47,Single,BUMDes,9548701,,TAPERA,KRR,FALSE,7166306,4,3,Angsuran Variabel (Variable),Dipertimbangkan
55,Widowed/Divorced,BUMD,6014764,,FLPP,KPP,TRUE,8342888,15,5,Angsuran Variabel (Variable),Dipertimbangkan
34,Married,PNS,4196023,3340220,TAPERA,KPR,FALSE,1511146,3,10,Angsuran Variabel (Variable),Dipertimbangkan
15,Single,BUMN,15151744,,FLPP,KPR,FALSE,29149828,3,6,Angsuran Variabel (Variable),Dipertimbangkan
28,Widowed/Divorced,BUMN,1188528,,FLPP,KPP,FALSE,22381109,35,9,Angsuran Variabel (Variable),Dipertimbangkan
39,Single,pekerjaan lain,18127415,,FLPP,KRR,TRUE,9498561,16,1,Angsuran Variabel (Variable),Dipertimbangkan
22,Married,pekerjaan mandiri,4914066,3965750,TAPERA,KPR,TRUE,13885777,26,8,Angsuran Tetap (Fixed),Dipertimbangkan
27,Widowed/Divorced,ASN,5566123,,FLPP,KRR,FALSE,21678465,1,5,Angsuran Variabel (Variable),Dipertimbangkan
70,Married,BUMN,12224351,16318891,TAPERA,KRR,TRUE,12209965,35,8,Angsuran Variabel (Variable),Layak
33,Married,BUMD,19978173,7243407,FLPP,KPP,TRUE,3943624,11,10,Angsuran Variabel (Variable),Dipertimbangkan
60,Married,POLRI,15210225,11458408,FLPP,KRR,TRUE,6619934,26,1,Angsuran Variabel (Variable),Dipertimbangkan
27,Married,BUMD,9062102,15062000,TAPERA,KPR,FALSE,23516247,12,1,Angsuran Tetap (Fixed),Dipertimbangkan
69,Married,BUMD,5746787,16353606,TAPERA,KPR,FALSE,13416616,23,9,Angsuran Variabel (Variable),Dipertimbangkan
24,Single,pekerjaan mandiri,3608443,,TAPERA,KPP,TRUE,9584381,30,8,Angsuran Tetap (Fixed),Dipertimbangkan
69,Married,BUMN,1827590,5230621,TAPERA,KPR,TRUE,1036821,29,2,Angsuran Variabel (Variable),Dipertimbangkan
18,Single,TNI,12551188,,TAPERA,KPP,FALSE,29247923,11,4,Angsuran Tetap (Fixed),Dipertimbangkan
58,Married,BUMD,19479458,1205326,TAPERA,KPR,FALSE,7071088,13,7,Angsuran Tetap (Fixed),Dipertimbangkan
57,Widowed/Divorced,TNI,6645482,,FLPP,KPR,FALSE,4321038,11,2,Angsuran Tetap (Fixed),Dipertimbangkan
35,Widowed/Divorced,BUMD,18597048,,FLPP,KRR,FALSE,27362923,8,9,Angsuran Variabel (Variable),Dipertimbangkan
49,Widowed/Divorced,Swasta,17402513,,TAPERA,KPP,FALSE,25252787,1,6,Angsuran Tetap (Fixed),Dipertimbangkan
49,Widowed/Divorced,POLRI,4169663,,FLPP,KPR,TRUE,15553726,7,2,Angsuran Tetap (Fixed),Dipertimbangkan
45,Widowed/Divorced,BUMD,15647532,,FLPP,KPP,TRUE,8094614,35,6,Angsuran Variabel (Variable),Dipertimbangkan
34,Married,pekerjaan lain,19462926,19475107,FLPP,KPP,TRUE,3736465,21,10,Angsuran Tetap (Fixed),Dipertimbangkan
60,Married,TNI,16560867,16785520,FLPP,KRR,TRUE,6619675,7,7,Angsuran Variabel (Variable),Dipertimbangkan
48,Single,BUMD,18339723,,FLPP,KPR,TRUE,2491731,4,6,Angsuran Tetap (Fixed),Dipertimbangkan
28,Single,PNS,17064191,,TAPERA,KRR,TRUE,18950882,14,2,Angsuran Variabel (Variable),Layak
48,Widowed/Divorced,POLRI,13597599,,TAPERA,KPP,TRUE,21423122,10,9,Angsuran Variabel (Variable),Layak
50,Married,pekerjaan mandiri,17092432,6784054,TAPERA,KRR,TRUE,27967892,33,5,Angsuran Tetap (Fixed),Dipertimbangkan
34,Married,ASN,11435151,2792492,TAPERA,KPR,TRUE,23057225,7,9,Angsuran Variabel (Variable),Layak
21,Married,Swasta,6641216,16997815,FLPP,KPR,FALSE,6453050,1,1,Angsuran Variabel (Variable),Dipertimbangkan
24,Single,Swasta,19495197,,FLPP,KPR,TRUE,8172308,19,9,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,POLRI,8671833,5538917,FLPP,KPR,FALSE,23229319,10,1,Angsuran Tetap (Fixed),Dipertimbangkan
29,Widowed/Divorced,PNS,3975624,,FLPP,KPP,TRUE,10308815,18,8,Angsuran Variabel (Variable),Dipertimbangkan
30,Married,pekerjaan lain,8094162,5418417,FLPP,KPR,FALSE,26142539,34,2,Angsuran Variabel (Variable),Dipertimbangkan
17,Widowed/Divorced,Swasta,15141856,,TAPERA,KPP,FALSE,13076291,13,1,Angsuran Variabel (Variable),Dipertimbangkan
56,Single,BUMD,5245742,,TAPERA,KPP,FALSE,25686642,1,3,Angsuran Tetap (Fixed),Dipertimbangkan
15,Widowed/Divorced,Swasta,7974545,,FLPP,KRR,FALSE,2701467,18,3,Angsuran Tetap (Fixed),Tidak Layak
27,Married,PNS,5402359,5381688,TAPERA,KRR,FALSE,25056498,29,8,Angsuran Variabel (Variable),Layak
35,Widowed/Divorced,BUMDes,5267859,,TAPERA,KPR,FALSE,24335516,7,4,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,TNI,7508328,2390120,FLPP,KPR,TRUE,27066629,9,9,Angsuran Variabel (Variable),Layak
18,Married,ASN,15023359,12256342,FLPP,KPR,FALSE,2578227,27,5,Angsuran Variabel (Variable),Dipertimbangkan
38,Single,POLRI,7611614,,TAPERA,KPP,FALSE,1096832,4,6,Angsuran Tetap (Fixed),Dipertimbangkan
58,Widowed/Divorced,PNS,8744668,,FLPP,KRR,TRUE,28789002,29,8,Angsuran Tetap (Fixed),Dipertimbangkan
42,Single,BUMN,12940644,,TAPERA,KPR,TRUE,14350760,7,10,Angsuran Tetap (Fixed),Dipertimbangkan
47,Single,BUMD,8524412,,TAPERA,KPR,FALSE,5429828,5,1,Angsuran Variabel (Variable),Dipertimbangkan
54,Widowed/Divorced,BUMDes,6432433,,TAPERA,KPP,TRUE,21072763,6,7,Angsuran Tetap (Fixed),Dipertimbangkan
56,Single,BUMN,3483951,,FLPP,KPP,FALSE,16759726,20,7,Angsuran Tetap (Fixed),Dipertimbangkan
68,Single,pekerjaan lain,2371592,,FLPP,KRR,TRUE,29876964,11,10,Angsuran Tetap (Fixed),Dipertimbangkan
60,Single,pekerjaan mandiri,18813575,,FLPP,KPP,FALSE,8320562,8,1,Angsuran Variabel (Variable),Dipertimbangkan
29,Married,BUMD,9319535,19160069,FLPP,KRR,TRUE,28554160,18,2,Angsuran Tetap (Fixed),Dipertimbangkan
52,Single,PNS,13988899,,FLPP,KRR,TRUE,14149379,11,3,Angsuran Tetap (Fixed),Dipertimbangkan
49,Single,BUMD,3723273,,FLPP,KPP,FALSE,27892482,13,2,Angsuran Variabel (Variable),Dipertimbangkan
39,Widowed/Divorced,BUMN,17335904,,TAPERA,KPP,FALSE,1469497,33,1,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,TNI,14618495,,FLPP,KPP,FALSE,19695859,24,7,Angsuran Variabel (Variable),Dipertimbangkan
66,Married,ASN,14195489,16451969,TAPERA,KPP,FALSE,26271282,3,7,Angsuran Tetap (Fixed),Dipertimbangkan
27,Single,pekerjaan lain,14220487,,TAPERA,KRR,FALSE,6132877,6,10,Angsuran Variabel (Variable),Dipertimbangkan
45,Widowed/Divorced,Swasta,14210929,,TAPERA,KPR,FALSE,13148408,24,1,Angsuran Variabel (Variable),Dipertimbangkan
32,Widowed/Divorced,TNI,10628099,,TAPERA,KPR,TRUE,27132289,17,5,Angsuran Tetap (Fixed),Layak
54,Widowed/Divorced,pekerjaan lain,2213923,,FLPP,KRR,TRUE,15796674,28,7,Angsuran Tetap (Fixed),Dipertimbangkan
25,Widowed/Divorced,BUMD,11273345,,FLPP,KPP,FALSE,21288994,13,4,Angsuran Variabel (Variable),Dipertimbangkan
49,Single,TNI,14986569,,FLPP,KPP,FALSE,12535675,1,5,Angsuran Variabel (Variable),Dipertimbangkan
54,Married,BUMD,13647632,6612811,FLPP,KRR,TRUE,16220805,13,3,Angsuran Tetap (Fixed),Dipertimbangkan
67,Single,pekerjaan mandiri,6668796,,TAPERA,KPP,TRUE,13929876,9,7,Angsuran Variabel (Variable),Dipertimbangkan
69,Married,BUMDes,4941677,3968213,FLPP,KRR,TRUE,10915928,10,5,Angsuran Variabel (Variable),Dipertimbangkan
26,Married,pekerjaan mandiri,14788712,5611903,FLPP,KRR,TRUE,28808190,22,9,Angsuran Tetap (Fixed),Dipertimbangkan
57,Married,BUMDes,11756256,9944103,FLPP,KPP,TRUE,23599115,10,2,Angsuran Variabel (Variable),Dipertimbangkan
56,Married,ASN,18270032,18221413,FLPP,KPP,FALSE,22348410,3,9,Angsuran Variabel (Variable),Layak
60,Widowed/Divorced,BUMDes,17542076,,FLPP,KPR,TRUE,20935310,7,10,Angsuran Tetap (Fixed),Dipertimbangkan
39,Married,Swasta,5949913,9056488,TAPERA,KPP,TRUE,25305316,20,2,Angsuran Variabel (Variable),Dipertimbangkan
55,Married,BUMD,13759618,9847287,FLPP,KPR,FALSE,8402213,13,9,Angsuran Variabel (Variable),Dipertimbangkan
34,Widowed/Divorced,Swasta,9033667,,TAPERA,KPP,TRUE,5495552,19,8,Angsuran Variabel (Variable),Dipertimbangkan
24,Married,POLRI,13268617,2932842,FLPP,KRR,TRUE,13236311,35,4,Angsuran Variabel (Variable),Layak
27,Married,BUMDes,9238370,9749051,TAPERA,KRR,FALSE,7788292,3,4,Angsuran Variabel (Variable),Dipertimbangkan
17,Widowed/Divorced,BUMN,3640249,,FLPP,KRR,FALSE,24703046,24,9,Angsuran Variabel (Variable),Dipertimbangkan
44,Single,ASN,14611952,,TAPERA,KRR,TRUE,1939169,24,5,Angsuran Tetap (Fixed),Dipertimbangkan
36,Single,ASN,16666714,,FLPP,KRR,TRUE,27117495,25,10,Angsuran Tetap (Fixed),Layak
56,Widowed/Divorced,pekerjaan lain,10011478,,FLPP,KPP,TRUE,17756395,22,8,Angsuran Tetap (Fixed),Dipertimbangkan
38,Married,pekerjaan mandiri,10001015,12257631,FLPP,KRR,FALSE,7689691,24,4,Angsuran Variabel (Variable),Dipertimbangkan
40,Single,POLRI,13439259,,FLPP,KPR,FALSE,19935358,31,5,Angsuran Tetap (Fixed),Dipertimbangkan
38,Single,PNS,13974130,,FLPP,KRR,TRUE,25432104,33,7,Angsuran Variabel (Variable),Layak
64,Widowed/Divorced,Swasta,3133462,,FLPP,KPR,TRUE,15458873,14,5,Angsuran Tetap (Fixed),Dipertimbangkan
21,Widowed/Divorced,ASN,3653439,,FLPP,KPP,FALSE,6941926,22,5,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,BUMN,1742425,,TAPERA,KPP,TRUE,18967942,1,10,Angsuran Tetap (Fixed),Dipertimbangkan
34,Widowed/Divorced,Swasta,11279383,,FLPP,KPR,FALSE,18047180,6,6,Angsuran Tetap (Fixed),Dipertimbangkan
24,Married,POLRI,14391605,5784706,TAPERA,KPR,FALSE,11841319,24,10,Angsuran Variabel (Variable),Layak
37,Married,pekerjaan lain,14323622,11136359,FLPP,KPR,FALSE,29327976,29,3,Angsuran Tetap (Fixed),Dipertimbangkan
20,Widowed/Divorced,Swasta,9037263,,FLPP,KPR,TRUE,1454536,30,5,Angsuran Variabel (Variable),Dipertimbangkan
21,Single,pekerjaan lain,9039552,,TAPERA,KPR,TRUE,13346109,8,5,Angsuran Variabel (Variable),Dipertimbangkan
24,Widowed/Divorced,POLRI,13911945,,FLPP,KPP,FALSE,5111753,19,1,Angsuran Variabel (Variable),Dipertimbangkan
55,Single,pekerjaan lain,9884271,,FLPP,KPR,TRUE,22832699,35,10,Angsuran Variabel (Variable),Dipertimbangkan
25,Single,pekerjaan lain,9315203,,FLPP,KPR,FALSE,27596535,11,7,Angsuran Tetap (Fixed),Dipertimbangkan
65,Single,Swasta,4903854,,FLPP,KPR,FALSE,11099797,21,5,Angsuran Variabel (Variable),Dipertimbangkan
26,Married,Swasta,2873563,16193620,TAPERA,KPR,FALSE,20010976,27,4,Angsuran Tetap (Fixed),Dipertimbangkan
55,Widowed/Divorced,Swasta,16364499,,TAPERA,KRR,TRUE,8583485,7,1,Angsuran Variabel (Variable),Dipertimbangkan
14,Single,BUMD,18923365,,TAPERA,KRR,FALSE,22663297,8,8,Angsuran Variabel (Variable),Layak
46,Married,BUMDes,12954365,6603999,FLPP,KRR,FALSE,5767707,8,2,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,BUMN,19420805,,FLPP,KPP,FALSE,15986554,6,9,Angsuran Tetap (Fixed),Dipertimbangkan
30,Married,BUMN,11681571,6248531,FLPP,KRR,TRUE,8016743,24,5,Angsuran Variabel (Variable),Dipertimbangkan
60,Married,POLRI,6912901,15527242,FLPP,KPP,FALSE,17961293,30,5,Angsuran Tetap (Fixed),Dipertimbangkan
30,Widowed/Divorced,pekerjaan lain,17711963,,FLPP,KRR,FALSE,2631061,8,8,Angsuran Variabel (Variable),Dipertimbangkan
25,Widowed/Divorced,Swasta,6489526,,TAPERA,KRR,FALSE,22746786,2,9,Angsuran Tetap (Fixed),Dipertimbangkan
39,Widowed/Divorced,PNS,12456728,,FLPP,KRR,FALSE,25896444,10,4,Angsuran Tetap (Fixed),Dipertimbangkan
70,Married,POLRI,15921977,16528960,TAPERA,KPR,TRUE,16199028,9,10,Angsuran Variabel (Variable),Layak
40,Married,ASN,14432006,11868743,TAPERA,KPR,TRUE,14647850,13,4,Angsuran Variabel (Variable),Layak
42,Married,BUMD,1114262,4740484,TAPERA,KPR,FALSE,10350188,4,1,Angsuran Variabel (Variable),Dipertimbangkan
61,Married,BUMD,12982620,6117072,TAPERA,KPP,TRUE,28302281,29,9,Angsuran Tetap (Fixed),Dipertimbangkan
17,Widowed/Divorced,PNS,1824989,,TAPERA,KPP,FALSE,13330839,21,9,Angsuran Variabel (Variable),Dipertimbangkan
55,Single,ASN,2531098,,TAPERA,KPP,TRUE,2220258,2,3,Angsuran Variabel (Variable),Dipertimbangkan
43,Single,pekerjaan mandiri,6978775,,TAPERA,KRR,TRUE,25477563,9,2,Angsuran Tetap (Fixed),Dipertimbangkan
32,Widowed/Divorced,BUMDes,7251478,,TAPERA,KPR,TRUE,11730325,30,4,Angsuran Variabel (Variable),Dipertimbangkan
20,Single,PNS,15274814,,TAPERA,KPR,TRUE,1888177,20,4,Angsuran Tetap (Fixed),Dipertimbangkan
49,Married,Swasta,5141217,8302004,FLPP,KPR,FALSE,26604173,26,9,Angsuran Variabel (Variable),Dipertimbangkan
64,Single,BUMDes,3914021,,TAPERA,KRR,FALSE,17588543,11,1,Angsuran Variabel (Variable),Dipertimbangkan
25,Married,ASN,5080995,7647656,TAPERA,KPP,TRUE,13686375,23,6,Angsuran Tetap (Fixed),Dipertimbangkan
58,Married,PNS,6173244,18384466,TAPERA,KRR,TRUE,27023658,26,3,Angsuran Variabel (Variable),Layak
59,Widowed/Divorced,BUMDes,1898889,,TAPERA,KRR,FALSE,21163967,12,10,Angsuran Tetap (Fixed),Dipertimbangkan
59,Widowed/Divorced,pekerjaan lain,17261809,,TAPERA,KPP,TRUE,27309796,16,6,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,pekerjaan lain,13533550,12819511,TAPERA,KPP,FALSE,28757802,14,4,Angsuran Tetap (Fixed),Dipertimbangkan
22,Single,BUMN,6669892,,FLPP,KPR,TRUE,6059212,29,4,Angsuran Variabel (Variable),Dipertimbangkan
57,Married,pekerjaan mandiri,7378835,18522542,FLPP,KPR,FALSE,21246400,12,1,Angsuran Variabel (Variable),Dipertimbangkan
31,Widowed/Divorced,Swasta,13200075,,TAPERA,KPP,TRUE,29617370,31,4,Angsuran Variabel (Variable),Dipertimbangkan
63,Single,BUMD,12879571,,TAPERA,KRR,FALSE,8566586,9,4,Angsuran Tetap (Fixed),Dipertimbangkan
40,Single,Swasta,15321752,,FLPP,KPR,TRUE,3922846,33,6,Angsuran Tetap (Fixed),Dipertimbangkan
15,Married,TNI,16755229,14324331,TAPERA,KPP,FALSE,4074862,4,9,Angsuran Tetap (Fixed),Dipertimbangkan
42,Widowed/Divorced,pekerjaan lain,2528796,,FLPP,KPP,TRUE,18161436,12,7,Angsuran Variabel (Variable),Dipertimbangkan
51,Married,pekerjaan lain,17704543,5053146,FLPP,KPP,FALSE,26652069,33,3,Angsuran Tetap (Fixed),Dipertimbangkan
66,Widowed/Divorced,PNS,7707641,,FLPP,KRR,FALSE,13788700,3,2,Angsuran Variabel (Variable),Dipertimbangkan
13,Single,PNS,17488386,,FLPP,KPR,TRUE,5183609,10,7,Angsuran Tetap (Fixed),Dipertimbangkan
19,Single,BUMN,12885676,,TAPERA,KPR,TRUE,22636104,15,9,Angsuran Tetap (Fixed),Layak
56,Married,POLRI,19797886,7136602,FLPP,KPR,FALSE,24692347,6,8,Angsuran Tetap (Fixed),Dipertimbangkan
55,Single,pekerjaan mandiri,15587514,,FLPP,KPR,FALSE,24738132,17,9,Angsuran Tetap (Fixed),Dipertimbangkan
68,Widowed/Divorced,PNS,9666125,,TAPERA,KRR,FALSE,27150670,26,8,Angsuran Variabel (Variable),Dipertimbangkan
25,Married,pekerjaan lain,11882099,15851735,FLPP,KPR,FALSE,26291708,17,3,Angsuran Tetap (Fixed),Dipertimbangkan
22,Widowed/Divorced,BUMDes,8040397,,FLPP,KPR,FALSE,8270941,10,3,Angsuran Tetap (Fixed),Tidak Layak
23,Single,POLRI,18057673,,FLPP,KPR,TRUE,1566644,7,10,Angsuran Tetap (Fixed),Dipertimbangkan
31,Married,ASN,9514648,6166331,TAPERA,KRR,TRUE,12613394,10,3,Angsuran Variabel (Variable),Dipertimbangkan
24,Single,ASN,12869509,,TAPERA,KPP,FALSE,14590463,4,7,Angsuran Variabel (Variable),Layak
24,Widowed/Divorced,TNI,12325756,,TAPERA,KRR,TRUE,8082117,24,1,Angsuran Tetap (Fixed),Dipertimbangkan
70,Married,Swasta,14073186,9128331,TAPERA,KPR,TRUE,28954738,31,4,Angsuran Tetap (Fixed),Dipertimbangkan
17,Widowed/Divorced,BUMDes,4850047,,FLPP,KRR,FALSE,18836618,4,5,Angsuran Variabel (Variable),Dipertimbangkan
38,Widowed/Divorced,BUMDes,17501274,,TAPERA,KRR,FALSE,10253631,7,4,Angsuran Variabel (Variable),Dipertimbangkan
13,Widowed/Divorced,TNI,17292919,,FLPP,KPP,FALSE,23447995,21,4,Angsuran Tetap (Fixed),Dipertimbangkan
67,Widowed/Divorced,ASN,19753253,,FLPP,KRR,TRUE,11230426,8,9,Angsuran Tetap (Fixed),Dipertimbangkan
33,Widowed/Divorced,BUMD,5982737,,TAPERA,KPR,FALSE,1454731,5,4,Angsuran Tetap (Fixed),Dipertimbangkan
62,Widowed/Divorced,pekerjaan lain,13930763,,FLPP,KRR,TRUE,6855744,26,1,Angsuran Variabel (Variable),Dipertimbangkan
45,Married,pekerjaan lain,10624209,14398166,FLPP,KRR,FALSE,8691971,31,6,Angsuran Tetap (Fixed),Dipertimbangkan
